Trade no.,hardcoded_1,symbol,Sgmt,srcip Name,hardcoded_2,hardcoded_3,hardcoded_4,user id,Trns typ,b/s,qty,rate,clnt/pro,ucc,settlor,hardcoded_5,hardcoded_6,hardcoded_7,time_1,time_2,order no,hardcoded_8,time_3,NNF
200007042,11,ITC,EQ,ITC LTD,0,8,1,45652,2,1,10,417.15,1, IDLK1 ,90234,N,0,7,6/4/2025 9:07,6/4/2025 9:07,1.1E+15,Nil, 04 JUN 2025 09:02:54,1.11111E+14
200015438,11,JPPOWER,EQ,JAIPRAKASH POWER VEN. LTD,0,8,1,45652,2,2,150,15.45,1, IDLK1 ,90234,N,0,7,6/4/2025 9:07,6/4/2025 9:07,1.1E+15,Nil, 04 JUN 2025 09:02:47,1.11111E+14
20364,11,BELRISE,EQ,BELRISE INDUSTRIES LTD,0,8,1,45652,2,2,130,92.2,1, IDLK1 ,90234,N,0,7,6/4/2025 9:07,6/4/2025 9:07,1E+15,Nil, 04 JUN 2025 09:01:45,1.11111E+14
600025887,11,TATATECH,EQ,TATA TECHNOLOGIES LIMITED,0,8,1,45652,2,1,5,759,1, IDLK1 ,90234,N,0,7,6/4/2025 9:07,6/4/2025 9:07,1.3E+15,Nil, 04 JUN 2025 09:07:06,1.11111E+14
600029266,11,SAGILITY,EQ,SAGILITY INDIA LIMITED,0,8,1,45652,2,1,100,38.5,1, IDLK1 ,90234,N,0,7,6/4/2025 9:07,6/4/2025 9:07,1.3E+15,Nil, 04 JUN 2025 09:02:33,1.11111E+14
200031053,11,ETERNAL,EQ,ETERNAL LIMITED,0,8,1,45987,2,1,455,237.19,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:00,1.10002E+14
200031066,11,ETERNAL,EQ,ETERNAL LIMITED,0,8,1,45987,2,1,325,237.19,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:00,1.10002E+14
200031266,11,ETERNAL,EQ,ETERNAL LIMITED,0,8,1,45987,2,1,1,237.19,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:00,1.10002E+14
23662,11,ABFRL,EQ,ADITYA BIRLA FASHION & RT,0,8,1,45988,2,1,2600,80.63,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:00,3.8205E+14
200031880,11,IDEA,EQ,VODAFONE IDEA LIMITED,0,8,1,45987,2,2,18545,6.77,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:00,1.10002E+14
200031881,11,IDEA,EQ,VODAFONE IDEA LIMITED,0,8,1,45987,2,2,21455,6.77,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:00,1.10002E+14
24851,11,ABFRL,EQ,ADITYA BIRLA FASHION & RT,0,8,1,45988,2,1,2600,80.43,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:00,3.8205E+14
24909,11,ABFRL,EQ,ADITYA BIRLA FASHION & RT,0,8,1,45987,2,1,2600,80.93,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:00,1.10002E+14
24956,11,ABFRL,EQ,ADITYA BIRLA FASHION & RT,0,8,1,45987,2,1,2600,80.88,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:00,1.10002E+14
25098,11,CANBK,EQ,CANARA BANK,0,8,1,45987,2,2,1,116.22,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:00,1.10002E+14
25348,11,ABFRL,EQ,ADITYA BIRLA FASHION & RT,0,8,1,45987,2,1,2600,80.73,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:00,1.10002E+14
25350,11,ABFRL,EQ,ADITYA BIRLA FASHION & RT,0,8,1,45987,2,1,2600,80.68,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:00,1.10002E+14
25352,11,ABFRL,EQ,ADITYA BIRLA FASHION & RT,0,8,1,45987,2,1,2600,80.64,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:00,1.10002E+14
400021332,11,NMDC,EQ,NMDC LTD.,0,8,1,45987,2,1,9381,69.95,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.2E+15,Nil, 04 JUN 2025 09:15:00,1.10002E+14
400021333,11,NMDC,EQ,NMDC LTD.,0,8,1,45987,2,1,4119,69.95,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.2E+15,Nil, 04 JUN 2025 09:15:00,1.10002E+14
29840,11,CANBK,EQ,CANARA BANK,0,8,1,45987,2,2,6749,116.22,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:00,1.10002E+14
200037328,11,JPPOWER,EQ,JAIPRAKASH POWER VEN. LTD,0,8,1,45652,2,2,3,15.41,1, IDLK1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:01,1.11111E+14
200037329,11,JPPOWER,EQ,JAIPRAKASH POWER VEN. LTD,0,8,1,45652,2,2,20,15.41,1, IDLK1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:01,1.11111E+14
200037330,11,JPPOWER,EQ,JAIPRAKASH POWER VEN. LTD,0,8,1,45652,2,2,2,15.41,1, IDLK1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:01,1.11111E+14
600038647,11,TATATECH,EQ,TATA TECHNOLOGIES LIMITED,0,8,1,45987,2,2,15,760.9,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.3E+15,Nil, 04 JUN 2025 09:15:01,1.10002E+14
600038648,11,TATATECH,EQ,TATA TECHNOLOGIES LIMITED,0,8,1,45987,2,2,518,760.9,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.3E+15,Nil, 04 JUN 2025 09:15:01,1.10002E+14
600038650,11,TATATECH,EQ,TATA TECHNOLOGIES LIMITED,0,8,1,45987,2,2,102,760.9,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.3E+15,Nil, 04 JUN 2025 09:15:01,1.10002E+14
600038651,11,TATATECH,EQ,TATA TECHNOLOGIES LIMITED,0,8,1,45987,2,2,65,760.75,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.3E+15,Nil, 04 JUN 2025 09:15:01,1.10002E+14
31937,11,ABFRL,EQ,ADITYA BIRLA FASHION & RT,0,8,1,45987,2,1,2600,80.56,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:01,1.10002E+14
600040450,11,SBIN,EQ,STATE BANK OF INDIA,0,8,1,45988,2,2,750,813.75,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.3E+15,Nil, 04 JUN 2025 09:15:01,3.8205E+14
200044915,11,ETERNAL,EQ,ETERNAL LIMITED,0,8,1,45987,2,1,80,238.6,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:03,1.10002E+14
200045173,11,ETERNAL,EQ,ETERNAL LIMITED,0,8,1,45987,2,1,1139,238.62,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:03,1.10002E+14
47376,11,CPSEETF,EQ,CPSE ETF,0,8,1,46025,3,2,49,91.25,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:07,3.8205E+14
47377,11,CPSEETF,EQ,CPSE ETF,0,8,1,46025,3,2,7,91.25,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:07,3.8205E+14
47378,11,CPSEETF,EQ,CPSE ETF,0,8,1,46025,3,2,2,91.24,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:07,3.8205E+14
600060387,11,WELSPUNLIV,EQ,WELSPUN LIVING LIMITED,0,8,1,46025,3,1,118,131.16,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.3E+15,Nil, 04 JUN 2025 09:15:07,3.8205E+14
600060390,11,WELSPUNLIV,EQ,WELSPUN LIVING LIMITED,0,8,1,46025,3,1,6,131.16,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.3E+15,Nil, 04 JUN 2025 09:15:07,3.8205E+14
600060393,11,WELSPUNLIV,EQ,WELSPUN LIVING LIMITED,0,8,1,46025,3,1,34,131.18,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.3E+15,Nil, 04 JUN 2025 09:15:07,3.8205E+14
600060395,11,WELSPUNLIV,EQ,WELSPUN LIVING LIMITED,0,8,1,46025,3,1,69,131.21,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.3E+15,Nil, 04 JUN 2025 09:15:07,3.8205E+14
200056456,11,JISLJALEQS,EQ,JAIN IRRIGATION SYSTEMS,0,8,1,45652,2,1,25,60.76,1, IDLK1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:08,1.11111E+14
400040380,11,OLAELEC,EQ,OLA ELECTRIC MOBILITY LTD,0,8,1,46025,3,2,160,49.91,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.2E+15,Nil, 04 JUN 2025 09:15:10,3.8205E+14
52958,11,BAJAJHFL,EQ,BAJAJ HOUSING FINANCE LTD,0,8,1,46025,3,2,100,122.87,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:10,3.8205E+14
600066396,11,THOMASCOOK,EQ,THOMAS COOK (INDIA) LTD,0,8,1,46025,3,1,43,172.3,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.3E+15,Nil, 04 JUN 2025 09:15:10,3.8205E+14
53519,11,APTUS,EQ,APTUS VALUE HSG FIN I LTD,0,8,1,45691,1,2,105,310,1, BSI1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:00,1.10002E+14
53520,11,APTUS,EQ,APTUS VALUE HSG FIN I LTD,0,8,1,45691,1,2,278,310,1, BSI1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:00,1.10002E+14
400041603,11,MADRASFERT,EQ,MADRAS FERTILISERS LTD,0,8,1,46025,3,2,166,96.7,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.2E+15,Nil, 04 JUN 2025 09:15:10,3.8205E+14
400041611,11,MADRASFERT,EQ,MADRAS FERTILISERS LTD,0,8,1,46025,3,2,47,96.71,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.2E+15,Nil, 04 JUN 2025 09:15:10,3.8205E+14
600068434,11,SAGILITY,EQ,SAGILITY INDIA LIMITED,0,8,1,45652,2,2,50,38.7,1, IDLK1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.3E+15,Nil, 04 JUN 2025 09:15:11,1.11111E+14
600068483,11,SAGILITY,EQ,SAGILITY INDIA LIMITED,0,8,1,45652,2,2,50,38.7,1, IDLK1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.3E+15,Nil, 04 JUN 2025 09:15:11,1.11111E+14
600068686,11,SAGILITY,EQ,SAGILITY INDIA LIMITED,0,8,1,45652,2,2,50,38.7,1, IDLK1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.3E+15,Nil, 04 JUN 2025 09:15:11,1.11111E+14
600068811,11,SAGILITY,EQ,SAGILITY INDIA LIMITED,0,8,1,45652,2,2,50,38.7,1, IDLK1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.3E+15,Nil, 04 JUN 2025 09:15:11,1.11111E+14
55555,11,BANKINDIA,EQ,BANK OF INDIA,0,8,1,46025,3,1,7,125.37,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:11,3.8205E+14
55556,11,BANKINDIA,EQ,BANK OF INDIA,0,8,1,46025,3,1,131,125.37,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:11,3.8205E+14
600069928,11,RTNINDIA,EQ,RATTANINDIA ENT LIMITED,0,8,1,46025,3,1,79,47.47,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.3E+15,Nil, 04 JUN 2025 09:15:11,3.8205E+14
200067133,11,EMIL,EQ,ELECTRONICS MART IND LTD,0,8,1,46025,3,1,71,122.8,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:12,3.8205E+14
200067240,11,JISLJALEQS,EQ,JAIN IRRIGATION SYSTEMS,0,8,1,46025,3,1,81,60.76,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:12,3.8205E+14
200067251,11,JISLJALEQS,EQ,JAIN IRRIGATION SYSTEMS,0,8,1,46025,3,1,155,60.77,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:12,3.8205E+14
58448,11,APTUS,EQ,APTUS VALUE HSG FIN I LTD,0,8,1,45691,1,2,247,310,1, BSI1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:10,1.10002E+14
58632,11,APTUS,EQ,APTUS VALUE HSG FIN I LTD,0,8,1,45691,1,2,1,310,1, BSI1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:10,1.10002E+14
200068181,11,INFIBEAM,EQ,INFIBEAM AVENUES LIMITED,0,8,1,46025,3,2,247,21.23,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:13,3.8205E+14
200068197,11,INFIBEAM,EQ,INFIBEAM AVENUES LIMITED,0,8,1,46025,3,2,93,21.24,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:13,3.8205E+14
200068198,11,INFIBEAM,EQ,INFIBEAM AVENUES LIMITED,0,8,1,46025,3,2,50,21.23,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:13,3.8205E+14
200068199,11,INFIBEAM,EQ,INFIBEAM AVENUES LIMITED,0,8,1,46025,3,2,41,21.23,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:13,3.8205E+14
200068200,11,INFIBEAM,EQ,INFIBEAM AVENUES LIMITED,0,8,1,46025,3,2,50,21.23,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:13,3.8205E+14
200068201,11,INFIBEAM,EQ,INFIBEAM AVENUES LIMITED,0,8,1,46025,3,2,41,21.23,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:13,3.8205E+14
200068202,11,INFIBEAM,EQ,INFIBEAM AVENUES LIMITED,0,8,1,46025,3,2,50,21.23,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:13,3.8205E+14
200068203,11,INFIBEAM,EQ,INFIBEAM AVENUES LIMITED,0,8,1,46025,3,2,41,21.23,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:13,3.8205E+14
200068204,11,INFIBEAM,EQ,INFIBEAM AVENUES LIMITED,0,8,1,46025,3,2,50,21.23,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:13,3.8205E+14
200068205,11,INFIBEAM,EQ,INFIBEAM AVENUES LIMITED,0,8,1,46025,3,2,41,21.23,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:13,3.8205E+14
200068206,11,INFIBEAM,EQ,INFIBEAM AVENUES LIMITED,0,8,1,46025,3,2,50,21.23,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:13,3.8205E+14
200068207,11,INFIBEAM,EQ,INFIBEAM AVENUES LIMITED,0,8,1,46025,3,2,41,21.23,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:13,3.8205E+14
200068208,11,INFIBEAM,EQ,INFIBEAM AVENUES LIMITED,0,8,1,46025,3,2,24,21.23,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:13,3.8205E+14
200068209,11,INFIBEAM,EQ,INFIBEAM AVENUES LIMITED,0,8,1,46025,3,2,202,21.23,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:13,3.8205E+14
200068210,11,INFIBEAM,EQ,INFIBEAM AVENUES LIMITED,0,8,1,46025,3,2,242,21.22,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:13,3.8205E+14
59832,11,APTUS,EQ,APTUS VALUE HSG FIN I LTD,0,8,1,45691,1,2,2,310,1, BSI1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:10,1.10002E+14
600076261,11,RPOWER,EQ,RELIANCE POWER LTD.,0,8,1,46025,3,2,267,59.56,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.3E+15,Nil, 04 JUN 2025 09:15:14,3.8205E+14
600076354,11,RPOWER,EQ,RELIANCE POWER LTD.,0,8,1,46025,3,2,634,59.56,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.3E+15,Nil, 04 JUN 2025 09:15:14,3.8205E+14
200071873,11,JISLJALEQS,EQ,JAIN IRRIGATION SYSTEMS,0,8,1,45652,2,2,25,60.9,1, IDLK1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:06,1.11111E+14
600079419,11,SBIN,EQ,STATE BANK OF INDIA,0,8,1,45988,2,2,750,815.1,1, BBA1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.3E+15,Nil, 04 JUN 2025 09:15:15,3.8205E+14
200074303,11,FUSION,EQ,FUSION FINANCE LIMITED,0,8,1,46025,3,2,38,169.38,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:15,3.8205E+14
400050415,11,PARKHOTELS,EQ,PARKHOTELS,0,8,1,46025,3,2,17,155.52,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.2E+15,Nil, 04 JUN 2025 09:15:16,3.8205E+14
200074741,11,INFIBEAM,EQ,INFIBEAM AVENUES LIMITED,0,8,1,46025,3,2,694,21.27,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:16,3.8205E+14
200074808,11,INFIBEAM,EQ,INFIBEAM AVENUES LIMITED,0,8,1,46025,3,2,148,21.26,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:16,3.8205E+14
400050653,11,MADRASFERT,EQ,MADRAS FERTILISERS LTD,0,8,1,46025,3,1,1,97.57,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.2E+15,Nil, 04 JUN 2025 09:15:15,3.8205E+14
200075577,11,ITC,EQ,ITC LTD,0,8,1,45652,2,2,3,418.1,1, IDLK1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:16,1.11111E+14
200075684,11,ITC,EQ,ITC LTD,0,8,1,45652,2,2,3,418.35,1, IDLK1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:16,1.11111E+14
68013,11,APTUS,EQ,APTUS VALUE HSG FIN I LTD,0,8,1,45691,1,2,161,310,1, BSI1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:13,1.10002E+14
68014,11,APTUS,EQ,APTUS VALUE HSG FIN I LTD,0,8,1,45691,1,2,275,310,1, BSI1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:13,1.10002E+14
68020,11,APTUS,EQ,APTUS VALUE HSG FIN I LTD,0,8,1,45691,1,2,261,310,1, BSI1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:17,1.10002E+14
68021,11,APTUS,EQ,APTUS VALUE HSG FIN I LTD,0,8,1,45691,1,2,500,310,1, BSI1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:17,1.10002E+14
68022,11,APTUS,EQ,APTUS VALUE HSG FIN I LTD,0,8,1,45691,1,2,170,310,1, BSI1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1E+15,Nil, 04 JUN 2025 09:15:17,1.10002E+14
600085028,11,TRIDENT,EQ,TRIDENT LIMITED,0,8,1,46025,3,2,1,31.07,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.3E+15,Nil, 04 JUN 2025 09:15:17,3.8205E+14
400053163,11,MADRASFERT,EQ,MADRAS FERTILISERS LTD,0,8,1,46025,3,1,5,97.57,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.2E+15,Nil, 04 JUN 2025 09:15:15,3.8205E+14
600086709,11,RPOWER,EQ,RELIANCE POWER LTD.,0,8,1,46025,3,2,293,59.34,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.3E+15,Nil, 04 JUN 2025 09:15:17,3.8205E+14
600086712,11,RPOWER,EQ,RELIANCE POWER LTD.,0,8,1,46025,3,2,100,59.34,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.3E+15,Nil, 04 JUN 2025 09:15:17,3.8205E+14
600086837,11,RPOWER,EQ,RELIANCE POWER LTD.,0,8,1,46025,3,2,137,59.34,1, BOR1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.3E+15,Nil, 04 JUN 2025 09:15:17,3.8205E+14
200080972,11,IDEA,EQ,VODAFONE IDEA LIMITED,0,8,1,46884,1,1,1,6.74,1, BBM1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:18,1.10002E+14
200080973,11,IDEA,EQ,VODAFONE IDEA LIMITED,0,8,1,46884,1,2,1,6.73,1, BBM1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:18,1.10002E+14
200080974,11,IDEA,EQ,VODAFONE IDEA LIMITED,0,8,1,46884,1,1,1,6.74,1, BBM1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:18,1.10002E+14
200080975,11,IDEA,EQ,VODAFONE IDEA LIMITED,0,8,1,46884,1,2,1,6.73,1, BBM1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:18,1.10002E+14
200080976,11,IDEA,EQ,VODAFONE IDEA LIMITED,0,8,1,46884,1,1,1,6.74,1, BBM1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:18,1.10002E+14
200080977,11,IDEA,EQ,VODAFONE IDEA LIMITED,0,8,1,46884,1,2,1,6.73,1, BBM1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:18,1.10002E+14
200080978,11,IDEA,EQ,VODAFONE IDEA LIMITED,0,8,1,46884,1,1,1,6.74,1, BBM1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:18,1.10002E+14
200080979,11,IDEA,EQ,VODAFONE IDEA LIMITED,0,8,1,46884,1,2,1,6.73,1, BBM1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:18,1.10002E+14
200080980,11,IDEA,EQ,VODAFONE IDEA LIMITED,0,8,1,46884,1,1,1,6.74,1, BBM1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:18,1.10002E+14
200080981,11,IDEA,EQ,VODAFONE IDEA LIMITED,0,8,1,46884,1,2,1,6.73,1, BBM1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:18,1.10002E+14
200080983,11,IDEA,EQ,VODAFONE IDEA LIMITED,0,8,1,46884,1,1,1,6.74,1, BBM1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:18,1.10002E+14
200080986,11,IDEA,EQ,VODAFONE IDEA LIMITED,0,8,1,46884,1,2,1,6.73,1, BBM1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:18,1.10002E+14
200080987,11,IDEA,EQ,VODAFONE IDEA LIMITED,0,8,1,46884,1,1,1,6.74,1, BBM1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:18,1.10002E+14
200080988,11,IDEA,EQ,VODAFONE IDEA LIMITED,0,8,1,46884,1,2,1,6.73,1, BBM1 ,90234,N,0,7,6/4/2025 9:15,6/4/2025 9:15,1.1E+15,Nil, 04 JUN 2025 09:15:18,1.10002E+14
